Country,Code,Year,Nuclear_Pct
Austria,AUT,1965,0
Austria,AUT,1966,0
Austria,AUT,1967,0
Austria,AUT,1968,0
Austria,AUT,1969,0
Austria,AUT,1970,0
Austria,AUT,1971,0
Austria,AUT,1972,0
Austria,AUT,1973,0
Austria,AUT,1974,0
Austria,AUT,1975,0
Austria,AUT,1976,0
Austria,AUT,1977,0
Austria,AUT,1978,0
Austria,AUT,1979,0
Austria,AUT,1980,0
Austria,AUT,1981,0
Austria,AUT,1982,0
Austria,AUT,1983,0
Austria,AUT,1984,0
Austria,AUT,1985,0
Austria,AUT,1986,0
Austria,AUT,1987,0
Austria,AUT,1988,0
Austria,AUT,1989,0
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0
Austria,AUT,1994,0
Austria,AUT,1995,0
Austria,AUT,1996,0
Austria,AUT,1997,0
Austria,AUT,1998,0
Austria,AUT,1999,0
Austria,AUT,2000,0
Austria,AUT,2001,0
Austria,AUT,2002,0
Austria,AUT,2003,0
Austria,AUT,2004,0
Austria,AUT,2005,0
Austria,AUT,2006,0
Austria,AUT,2007,0
Austria,AUT,2008,0
Austria,AUT,2009,0
Austria,AUT,2010,0
Austria,AUT,2011,0
Austria,AUT,2012,0
Austria,AUT,2013,0
Austria,AUT,2014,0
Austria,AUT,2015,0
Austria,AUT,2016,0
Austria,AUT,2017,0
Austria,AUT,2018,0
Austria,AUT,2019,0
Austria,AUT,2020,0
Austria,AUT,2021,0
Austria,AUT,2022,0
Belgium,BEL,1965,0
Belgium,BEL,1966,0.004279176
Belgium,BEL,1967,0.06386287
Belgium,BEL,1968,0.037189946
Belgium,BEL,1969,0.012221684
Belgium,BEL,1970,0.029974239
Belgium,BEL,1971,0
Belgium,BEL,1972,0.005546642
Belgium,BEL,1973,0.0378119
Belgium,BEL,1974,0.07624646
Belgium,BEL,1975,3.7160206
Belgium,BEL,1976,5.181654
Belgium,BEL,1977,6.152732
Belgium,BEL,1978,6.1779966
Belgium,BEL,1979,5.473749
Belgium,BEL,1980,6.28998
Belgium,BEL,1981,6.778338
Belgium,BEL,1982,8.632464
Belgium,BEL,1983,13.708486
Belgium,BEL,1984,15.095815
Belgium,BEL,1985,18.035742
Belgium,BEL,1986,19.899645
Belgium,BEL,1987,20.578224
Belgium,BEL,1988,20.722084
Belgium,BEL,1989,19.670311
Belgium,BEL,1990,19.509747
Belgium,BEL,1991,18.917803
Belgium,BEL,1992,19.221395
Belgium,BEL,1993,18.848497
Belgium,BEL,1994,17.362528
Belgium,BEL,1995,17.459427
Belgium,BEL,1996,17.225065
Belgium,BEL,1997,18.650774
Belgium,BEL,1998,17.81293
Belgium,BEL,1999,19.04926
Belgium,BEL,2000,18.382523
Belgium,BEL,2001,17.732296
Belgium,BEL,2002,18.085253
Belgium,BEL,2003,17.310596
Belgium,BEL,2004,17.110222
Belgium,BEL,2005,17.295948
Belgium,BEL,2006,16.796942
Belgium,BEL,2007,17.139906
Belgium,BEL,2008,15.839842
Belgium,BEL,2009,17.678175
Belgium,BEL,2010,16.69833
Belgium,BEL,2011,17.893238
Belgium,BEL,2012,15.47942
Belgium,BEL,2013,15.8885975
Belgium,BEL,2014,13.461277
Belgium,BEL,2015,10.260129
Belgium,BEL,2016,15.758331
Belgium,BEL,2017,15.059978
Belgium,BEL,2018,10.165352
Belgium,BEL,2019,14.908889
Belgium,BEL,2020,13.068869
Belgium,BEL,2021,17.11372
Belgium,BEL,2022,16.073992
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,1.0970328
Bulgaria,BGR,1975,2.731498
Bulgaria,BGR,1976,5.0377827
Bulgaria,BGR,1977,5.638109
Bulgaria,BGR,1978,5.469179
Bulgaria,BGR,1979,5.5100193
Bulgaria,BGR,1980,5.206458
Bulgaria,BGR,1981,7.8164997
Bulgaria,BGR,1982,8.991337
Bulgaria,BGR,1983,10.2371645
Bulgaria,BGR,1984,10.645422
Bulgaria,BGR,1985,11.060186
Bulgaria,BGR,1986,9.96664
Bulgaria,BGR,1987,10.189973
Bulgaria,BGR,1988,12.835609
Bulgaria,BGR,1989,11.765628
Bulgaria,BGR,1990,12.798168
Bulgaria,BGR,1991,14.218344
Bulgaria,BGR,1992,13.240602
Bulgaria,BGR,1993,15.015017
Bulgaria,BGR,1994,17.127945
Bulgaria,BGR,1995,17.935957
Bulgaria,BGR,1996,18.863354
Bulgaria,BGR,1997,19.582895
Bulgaria,BGR,1998,19.386263
Bulgaria,BGR,1999,20.648235
Bulgaria,BGR,2000,23.714949
Bulgaria,BGR,2001,24.518131
Bulgaria,BGR,2002,25.973707
Bulgaria,BGR,2003,21.330265
Bulgaria,BGR,2004,21.329077
Bulgaria,BGR,2005,21.699072
Bulgaria,BGR,2006,22.10574
Bulgaria,BGR,2007,17.069553
Bulgaria,BGR,2008,18.457743
Bulgaria,BGR,2009,20.218214
Bulgaria,BGR,2010,19.199457
Bulgaria,BGR,2011,19.216732
Bulgaria,BGR,2012,19.438833
Bulgaria,BGR,2013,18.707655
Bulgaria,BGR,2014,19.498186
Bulgaria,BGR,2015,17.692781
Bulgaria,BGR,2016,19.016075
Bulgaria,BGR,2017,18.196228
Bulgaria,BGR,2018,18.70933
Bulgaria,BGR,2019,19.795065
Bulgaria,BGR,2020,21.445946
Bulgaria,BGR,2021,18.661123
Bulgaria,BGR,2022,17.755186
Croatia,HRV,1990,0
Croatia,HRV,1991,0
Croatia,HRV,1992,0
Croatia,HRV,1993,0
Croatia,HRV,1994,0
Croatia,HRV,1995,0
Croatia,HRV,1996,0
Croatia,HRV,1997,0
Croatia,HRV,1998,0
Croatia,HRV,1999,0
Croatia,HRV,2000,0
Croatia,HRV,2001,0
Croatia,HRV,2002,0
Croatia,HRV,2003,0
Croatia,HRV,2004,0
Croatia,HRV,2005,0
Croatia,HRV,2006,0
Croatia,HRV,2007,0
Croatia,HRV,2008,0
Croatia,HRV,2009,0
Croatia,HRV,2010,0
Croatia,HRV,2011,0
Croatia,HRV,2012,0
Croatia,HRV,2013,0
Croatia,HRV,2014,0
Croatia,HRV,2015,0
Croatia,HRV,2016,0
Croatia,HRV,2017,0
Croatia,HRV,2018,0
Croatia,HRV,2019,0
Croatia,HRV,2020,0
Croatia,HRV,2021,0
Croatia,HRV,2022,0
Czechia,CZE,1965,0
Czechia,CZE,1966,0
Czechia,CZE,1967,0
Czechia,CZE,1968,0
Czechia,CZE,1969,0
Czechia,CZE,1970,0
Czechia,CZE,1971,0
Czechia,CZE,1972,0
Czechia,CZE,1973,0
Czechia,CZE,1974,0
Czechia,CZE,1975,0
Czechia,CZE,1976,0
Czechia,CZE,1977,0
Czechia,CZE,1978,0
Czechia,CZE,1979,0
Czechia,CZE,1980,0
Czechia,CZE,1981,0
Czechia,CZE,1982,0
Czechia,CZE,1983,0.09303672
Czechia,CZE,1984,0.5577771
Czechia,CZE,1985,1.0770258
Czechia,CZE,1986,2.7324076
Czechia,CZE,1987,4.648146
Czechia,CZE,1988,5.1101027
Czechia,CZE,1989,5.540292
Czechia,CZE,1990,6.531415
Czechia,CZE,1991,6.91761
Czechia,CZE,1992,7.1969023
Czechia,CZE,1993,7.481126
Czechia,CZE,1994,7.8930864
Czechia,CZE,1995,7.137352
Czechia,CZE,1996,7.2500443
Czechia,CZE,1997,7.35029
Czechia,CZE,1998,7.9852843
Czechia,CZE,1999,8.441378
Czechia,CZE,2000,8.126771
Czechia,CZE,2001,8.568307
Czechia,CZE,2002,10.782364
Czechia,CZE,2003,13.992831
Czechia,CZE,2004,13.791254
Czechia,CZE,2005,13.07551
Czechia,CZE,2006,13.432363
Czechia,CZE,2007,13.560046
Czechia,CZE,2008,13.939386
Czechia,CZE,2009,14.79543
Czechia,CZE,2010,14.512777
Czechia,CZE,2011,14.9149685
Czechia,CZE,2012,15.97545
Czechia,CZE,2013,16.402435
Czechia,CZE,2014,16.425867
Czechia,CZE,2015,14.735261
Czechia,CZE,2016,13.334242
Czechia,CZE,2017,14.752414
Czechia,CZE,2018,15.534045
Czechia,CZE,2019,16.008862
Czechia,CZE,2020,17.10802
Czechia,CZE,2021,16.540333
Czechia,CZE,2022,16.716375
Denmark,DNK,1983,0
Denmark,DNK,1984,0
Denmark,DNK,1985,0
Denmark,DNK,1986,0
Denmark,DNK,1987,0
Denmark,DNK,1988,0
Denmark,DNK,1989,0
Denmark,DNK,1990,0
Denmark,DNK,1991,0
Denmark,DNK,1992,0
Denmark,DNK,1993,0
Denmark,DNK,1994,0
Denmark,DNK,1995,0
Denmark,DNK,1996,0
Denmark,DNK,1997,0
Denmark,DNK,1998,0
Denmark,DNK,1999,0
Denmark,DNK,2000,0
Denmark,DNK,2001,0
Denmark,DNK,2002,0
Denmark,DNK,2003,0
Denmark,DNK,2004,0
Denmark,DNK,2005,0
Denmark,DNK,2006,0
Denmark,DNK,2007,0
Denmark,DNK,2008,0
Denmark,DNK,2009,0
Denmark,DNK,2010,0
Denmark,DNK,2011,0
Denmark,DNK,2012,0
Denmark,DNK,2013,0
Denmark,DNK,2014,0
Denmark,DNK,2015,0
Denmark,DNK,2016,0
Denmark,DNK,2017,0
Denmark,DNK,2018,0
Denmark,DNK,2019,0
Denmark,DNK,2020,0
Denmark,DNK,2021,0
Denmark,DNK,2022,0
Estonia,EST,1985,0
Estonia,EST,1986,0
Estonia,EST,1987,0
Estonia,EST,1988,0
Estonia,EST,1989,0
Estonia,EST,1990,0
Estonia,EST,1991,0
Estonia,EST,1992,0
Estonia,EST,1993,0
Estonia,EST,1994,0
Estonia,EST,1995,0
Estonia,EST,1996,0
Estonia,EST,1997,0
Estonia,EST,1998,0
Estonia,EST,1999,0
Estonia,EST,2000,0
Estonia,EST,2001,0
Estonia,EST,2002,0
Estonia,EST,2003,0
Estonia,EST,2004,0
Estonia,EST,2005,0
Estonia,EST,2006,0
Estonia,EST,2007,0
Estonia,EST,2008,0
Estonia,EST,2009,0
Estonia,EST,2010,0
Estonia,EST,2011,0
Estonia,EST,2012,0
Estonia,EST,2013,0
Estonia,EST,2014,0
Estonia,EST,2015,0
Estonia,EST,2016,0
Estonia,EST,2017,0
Estonia,EST,2018,0
Estonia,EST,2019,0
Estonia,EST,2020,0
Estonia,EST,2021,0
Estonia,EST,2022,0
Finland,FIN,1974,0
Finland,FIN,1975,0
Finland,FIN,1976,0
Finland,FIN,1977,3.1640697
Finland,FIN,1978,3.7396271
Finland,FIN,1979,7.1456394
Finland,FIN,1980,7.4766593
Finland,FIN,1981,15.463504
Finland,FIN,1982,17.912533
Finland,FIN,1983,19.103945
Finland,FIN,1984,19.520845
Finland,FIN,1985,18.794527
Finland,FIN,1986,18.599487
Finland,FIN,1987,18.192064
Finland,FIN,1988,18.225931
Finland,FIN,1989,17.717686
Finland,FIN,1990,16.86802
Finland,FIN,1991,16.738152
Finland,FIN,1992,16.57709
Finland,FIN,1993,17.005762
Finland,FIN,1994,15.792434
Finland,FIN,1995,16.387493
Finland,FIN,1996,15.9041195
Finland,FIN,1997,16.824707
Finland,FIN,1998,17.023794
Finland,FIN,1999,18.252615
Finland,FIN,2000,17.761837
Finland,FIN,2001,17.49802
Finland,FIN,2002,16.933708
Finland,FIN,2003,16.017912
Finland,FIN,2004,15.97308
Finland,FIN,2005,17.883545
Finland,FIN,2006,16.308067
Finland,FIN,2007,16.62915
Finland,FIN,2008,16.799854
Finland,FIN,2009,18.473196
Finland,FIN,2010,16.355463
Finland,FIN,2011,17.541145
Finland,FIN,2012,17.764927
Finland,FIN,2013,18.062222
Finland,FIN,2014,18.585579
Finland,FIN,2015,18.263952
Finland,FIN,2016,17.841534
Finland,FIN,2017,17.542223
Finland,FIN,2018,17.33386
Finland,FIN,2019,18.465342
Finland,FIN,2020,18.742918
Finland,FIN,2021,18.528868
Finland,FIN,2022,19.328007
France,FRA,1965,0.194345
France,FRA,1966,0.29510805
France,FRA,1967,0.41275114
France,FRA,1968,0.581042
France,FRA,1969,0.61525667
France,FRA,1970,0.8986743
France,FRA,1971,1.4119526
France,FRA,1972,2.0658839
France,FRA,1973,1.9235859
France,FRA,1974,1.9531982
France,FRA,1975,2.5719426
France,FRA,1976,2.0891435
France,FRA,1977,2.3443518
France,FRA,1978,3.808715
France,FRA,1979,4.854645
France,FRA,1980,7.53303
France,FRA,1981,13.080229
France,FRA,1982,14.044781
France,FRA,1983,18.15049
France,FRA,1984,23.2767
France,FRA,1985,26.423342
France,FRA,1986,29.239977
France,FRA,1987,29.993069
France,FRA,1988,30.712566
France,FRA,1989,33.45373
France,FRA,1990,33.53118
France,FRA,1991,33.27887
France,FRA,1992,33.709965
France,FRA,1993,36.665623
France,FRA,1994,36.29672
France,FRA,1995,37.15405
France,FRA,1996,37.732853
France,FRA,1997,38.07375
France,FRA,1998,36.515873
France,FRA,1999,36.460148
France,FRA,2000,37.911526
France,FRA,2001,37.739025
France,FRA,2002,39.295826
France,FRA,2003,39.027363
France,FRA,2004,39.088554
France,FRA,2005,39.356525
France,FRA,2006,39.308205
France,FRA,2007,38.83513
France,FRA,2008,38.449413
France,FRA,2009,37.733723
France,FRA,2010,38.073338
France,FRA,2011,40.63009
France,FRA,2012,38.848984
France,FRA,2013,38.098328
France,FRA,2014,40.731968
France,FRA,2015,40.325798
France,FRA,2016,37.59569
France,FRA,2017,37.200516
France,FRA,2018,37.638332
France,FRA,2019,37.02672
France,FRA,2020,36.332573
France,FRA,2021,36.47929
France,FRA,2022,31.647501
Germany,DEU,1965,0.011180748
Germany,DEU,1966,0.02525835
Germany,DEU,1967,0.11705796
Germany,DEU,1968,0.15805675
Germany,DEU,1969,0.40964094
Germany,DEU,1970,0.51029456
Germany,DEU,1971,0.48408723
Germany,DEU,1972,0.71663713
Germany,DEU,1973,0.8614975
Germany,DEU,1974,1.04715
Germany,DEU,1975,1.8193837
Germany,DEU,1976,2.086192
Germany,DEU,1977,2.9212904
Germany,DEU,1978,2.9981933
Germany,DEU,1979,3.3706467
Germany,DEU,1980,3.7208297
Germany,DEU,1981,4.5273995
Germany,DEU,1982,5.3295994
Germany,DEU,1983,5.512114
Germany,DEU,1984,7.103472
Germany,DEU,1985,9.169366
Germany,DEU,1986,8.702531
Germany,DEU,1987,9.371477
Germany,DEU,1988,10.334494
Germany,DEU,1989,10.768156
Germany,DEU,1990,10.320965
Germany,DEU,1991,10.224547
Germany,DEU,1992,11.238698
Germany,DEU,1993,10.91208
Germany,DEU,1994,10.850116
Germany,DEU,1995,11.000846
Germany,DEU,1996,11.168936
Germany,DEU,1997,11.924152
Germany,DEU,1998,11.407574
Germany,DEU,1999,12.170595
Germany,DEU,2000,12.067149
Germany,DEU,2001,11.886486
Germany,DEU,2002,11.508927
Germany,DEU,2003,11.453849
Germany,DEU,2004,11.520799
Germany,DEU,2005,11.305255
Germany,DEU,2006,11.248451
Germany,DEU,2007,9.79398
Germany,DEU,2008,10.196054
Germany,DEU,2009,9.793696
Germany,DEU,2010,9.730883
Germany,DEU,2011,7.702846
Germany,DEU,2012,6.9564095
Germany,DEU,2013,6.5772586
Germany,DEU,2014,6.8050942
Germany,DEU,2015,6.2734694
Germany,DEU,2016,5.6576023
Germany,DEU,2017,5.0072136
Germany,DEU,2018,5.0844984
Germany,DEU,2019,5.1357646
Germany,DEU,2020,4.705826
Germany,DEU,2021,4.890388
Germany,DEU,2022,2.541131
Greece,GRC,1982,0
Greece,GRC,1983,0
Greece,GRC,1984,0
Greece,GRC,1985,0
Greece,GRC,1986,0
Greece,GRC,1987,0
Greece,GRC,1988,0
Greece,GRC,1989,0
Greece,GRC,1990,0
Greece,GRC,1991,0
Greece,GRC,1992,0
Greece,GRC,1993,0
Greece,GRC,1994,0
Greece,GRC,1995,0
Greece,GRC,1996,0
Greece,GRC,1997,0
Greece,GRC,1998,0
Greece,GRC,1999,0
Greece,GRC,2000,0
Greece,GRC,2001,0
Greece,GRC,2002,0
Greece,GRC,2003,0
Greece,GRC,2004,0
Greece,GRC,2005,0
Greece,GRC,2006,0
Greece,GRC,2007,0
Greece,GRC,2008,0
Greece,GRC,2009,0
Greece,GRC,2010,0
Greece,GRC,2011,0
Greece,GRC,2012,0
Greece,GRC,2013,0
Greece,GRC,2014,0
Greece,GRC,2015,0
Greece,GRC,2016,0
Greece,GRC,2017,0
Greece,GRC,2018,0
Greece,GRC,2019,0
Greece,GRC,2020,0
Greece,GRC,2021,0
Greece,GRC,2022,0
Hungary,HUN,1965,0
Hungary,HUN,1966,0
Hungary,HUN,1967,0
Hungary,HUN,1968,0
Hungary,HUN,1969,0
Hungary,HUN,1970,0
Hungary,HUN,1971,0
Hungary,HUN,1972,0
Hungary,HUN,1973,0
Hungary,HUN,1974,0
Hungary,HUN,1975,0
Hungary,HUN,1976,0
Hungary,HUN,1977,0
Hungary,HUN,1978,0
Hungary,HUN,1979,0
Hungary,HUN,1980,0
Hungary,HUN,1981,0
Hungary,HUN,1982,0
Hungary,HUN,1983,2.2313573
Hungary,HUN,1984,3.3082075
Hungary,HUN,1985,5.515337
Hungary,HUN,1986,6.348452
Hungary,HUN,1987,8.99253
Hungary,HUN,1988,11.2652235
Hungary,HUN,1989,11.947651
Hungary,HUN,1990,12.052981
Hungary,HUN,1991,12.900819
Hungary,HUN,1992,13.679539
Hungary,HUN,1993,14.038937
Hungary,HUN,1994,14.057263
Hungary,HUN,1995,13.876886
Hungary,HUN,1996,13.7677145
Hungary,HUN,1997,13.897196
Hungary,HUN,1998,13.673104
Hungary,HUN,1999,13.823846
Hungary,HUN,2000,14.32893
Hungary,HUN,2001,13.844341
Hungary,HUN,2002,13.912171
Hungary,HUN,2003,10.77707
Hungary,HUN,2004,11.403448
Hungary,HUN,2005,12.3384495
Hungary,HUN,2006,12.167905
Hungary,HUN,2007,13.359987
Hungary,HUN,2008,13.595615
Hungary,HUN,2009,15.16007
Hungary,HUN,2010,15.109539
Hungary,HUN,2011,15.40885
Hungary,HUN,2012,16.54765
Hungary,HUN,2013,16.886189
Hungary,HUN,2014,17.073484
Hungary,HUN,2015,16.299694
Hungary,HUN,2016,16.141422
Hungary,HUN,2017,15.265671
Hungary,HUN,2018,14.728251
Hungary,HUN,2019,14.98767
Hungary,HUN,2020,14.967573
Hungary,HUN,2021,14.137927
Hungary,HUN,2022,14.8869095
Ireland,IRL,1979,0
Ireland,IRL,1980,0
Ireland,IRL,1981,0
Ireland,IRL,1982,0
